economy_Time,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),"Energy imports, net (% of energy use)",Alternative and nuclear energy (% of total energy use),Fossil fuel energy consumption (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Unnamed: 0_y,"Net official flows from UN agencies, UNEP (current US$)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Unnamed: 0,Disaster risk reduction progress score (1-5 scale; 5=best),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Methane (CH4) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),F-gases emissions from Industrial Processes (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (% change from 1990)
TSS_2002,7.9748075314629,15.2139434030826,63.0094404261957,27.3364835483685,64.4483726014931,74.2191824132295,22.0635662046773,9.56368980569952,5.85477846720921,3.66861190904669,3.91603134452714,21.7521548696976,-1017860000.0,-0.311411334979757,72.0035422141919,4.96586364065272,7.25189859533084,-83.180914310801,2.99223544345879,43.5911199743023,137.894923219673,58.8104905736119,453.741270407266,482.272048970017,4241,,,2.82113457675962,,1.88699105726727,446787656285.317,,6.36145724272863,718662153.0,3594,,,1767.37188064906,1641.3999,2.30512537496085,364.6217,1.2148,39.8016,155.15,60.362,26.365,1344.41753843346,-1298.84854633104,132.890180649061,96.9486079143788,0.0,596.6302,0.837886863212289,211.1584,0.674540675249472,0.251813578502963,102.5725,0.0058,23.9683832211905,12.1316,28.1921639235333
TSS_2001,8.33656485591983,14.1777991962369,61.7950009449427,26.1606628026781,65.8223572632815,74.3246764515731,21.9111090713122,10.4471821060835,4.6521321870504,3.49398857293955,3.8501870012412,22.8208336508748,2790890000.0,0.909724579562576,72.5205626381098,4.64002117135116,6.88824691093557,-84.8289274074346,2.81236016767334,45.1047110724322,145.174819214513,58.8466348525135,434.967877454278,491.383928601479,4242,,,2.76417240549483,,1.90509696294981,410360395732.846,,4.1998151438715,699588585.0,3595,,,1778.50708163455,1674.0104,2.4146231415346,353.5504,1.2438,37.6379,168.1998,56.7549,25.2138,1332.90025416357,-1305.38031330801,111.065481634555,93.3110621045345,0.0,592.6095,0.854790754342536,205.3239,0.712616376712833,0.265251042414133,98.2308,0.0055,23.1329583995549,10.0853,30.7390207630082
TSS_2000,8.59756761282068,11.9809871119397,61.6372360567451,25.700773726639,66.2359092689649,74.4185694167753,20.8620104980633,10.3668380314819,4.41426326353138,4.33212602097988,3.76839688427902,21.6105892210844,2248090000.0,0.748578723021111,72.6431059468747,4.39942747213198,6.68062687650878,-82.8740029284937,2.87621338513793,45.5406784520069,149.686551649265,58.5710807058788,453.334822667891,498.737294190482,4243,,,2.24499840187319,,1.90066727428468,428318893884.446,,3.46844389630773,681125107.0,3596,,,1709.44606442005,1639.094,2.42795346488936,344.5623,1.1031,33.6283,144.3848,60.8485,23.602,1325.5919853567,-1324.13163048499,76.694564420049,85.8190168316763,0.0,571.7683,0.846947658339851,217.4151,0.716430739205857,0.266861295896787,90.7812,0.0053,18.8025542926399,8.217,28.0120747747577
SSA_2019,5.97557571119807,26.8546228695983,76.4922058414611,47.1016223972235,48.5583401458313,68.3110787301645,24.1821860089256,12.0194302941423,13.0483613252003,2.78074561543123,6.70437725913286,28.5650771378876,20887230000.0,4.38289112896195,66.056261685499,8.90485735821753,9.59255854487794,-51.1132203957276,4.04497840575674,50.1379088458413,104.247474260552,50.7358414479575,447.561397635263,504.72060504801,4244,0.0,,1.97629801785653,,1.38101975416146,1745254110180.65,,2.41858916335194,1023480610.0,3597,,,2201.87110860904,2194.9192,2.16662903503143,507.513,2.7163,50.105,126.395,94.7074,60.0007,1438.19277092406,-1428.40863828355,16.2151086090391,14.8827691177722,0.0,875.077,0.863798191791389,325.4093,0.504742729147855,0.187581041043707,215.7322,0.0115,82.7552302032936,43.4945,80.3172566845329
SSA_2018,5.95140922834526,26.6556261703167,74.7667747907282,46.5941222062837,50.4405050826159,69.5836447568476,23.7527444610488,11.9654600808243,12.0930417394233,2.45040692731308,7.05009793480847,27.2007145877528,16294230000.0,3.44797012670402,65.4505889650284,8.72530785910759,9.78149295759767,-56.7694804573262,3.99244609170569,49.2409520938036,102.233882326037,50.6204773909991,458.358868774629,495.779514710354,4245,0.0,,1.87856934713468,,1.39666707281267,1704078107124.46,,2.58418521542021,997236086.0,3598,,,2147.06685561434,2143.2526,2.17123304356806,493.7829,2.7231,56.9444,127.5744,96.2569,59.6613,1433.26993363243,-1422.46372968212,14.1998556143442,15.1549864799582,0.0,857.8569,0.86905633425237,305.7921,0.506677544171652,0.18859149748706,208.8945,0.011,79.1589028633867,39.6775,76.0727361690546
SSA_2017,6.07125176338964,23.4242241575602,75.1750017833431,43.6966106335647,51.6356168594804,70.7387765024704,22.5197562341161,11.5164744719491,11.615817151294,3.10064059370113,7.48734249169602,25.7434634004692,14756330000.0,3.22370716635311,65.5572534348578,8.49303108266537,9.5497071862326,-56.0964887715015,3.84180092287711,50.0524721425698,104.715252572525,50.5218253112553,456.819090168726,507.771862499802,4246,0.0,,1.92648425270685,,1.44311833644338,1583630214899.87,,2.20146218469912,971179323.0,3599,,,2097.10185235965,2098.9695,2.18433285897655,481.8527,2.8874,66.5903,132.3083,86.0228,55.8804,1430.98519348126,-1427.0397558207,7.6298523596494,16.4247581816718,0.0,839.1732,0.873301682150456,295.3663,0.508774225188798,0.189555140640261,200.1074,0.0104,75.2569103592422,35.3817,72.4347858019127
SSA_2016,6.17613418101236,24.5188628731621,74.3284538464262,43.9294742312831,50.8602541938758,72.5615057578232,21.1636709927416,12.1076629435883,14.4415680936686,3.24561461866642,7.25968347027871,23.3453521442181,10100380000.0,2.1816811514765,65.7628766382921,8.08500294882547,9.37885379854119,-54.1515696563567,3.71814903753887,50.8250136331392,106.622837020398,50.7061064939775,474.189368124182,519.143308733435,4247,73397422.7905273,,1.93657010890617,,1.54875936321293,1453124062366.33,,0.929693026095222,946011305.0,3600,,,2036.3499038518,2068.9352,2.21233616903654,477.8079,2.4728,51.3666,127.749,90.9867,56.0254,1424.55021162599,-1454.51471173578,-23.0751961481955,19.040897110843,0.0,828.8584,0.886307805739761,302.9689,0.513829379296762,0.191791074843563,197.2795,0.0099,73.1027186155431,31.7699,69.9674045049427
SSA_2015,6.07691351474636,19.2401645425551,71.6674457821862,40.343402663759,51.8240773916398,72.6203563550881,22.0582208041388,11.683056669482,13.189113225675,2.71468115407647,7.60716573777334,24.1606755818035,9477260000.0,2.10245477766469,65.7662775656608,8.13718921474819,9.55608299847055,-63.6839477332785,3.65042913194868,50.5258191559008,104.645386625467,50.5848413288144,478.681539868045,517.560442163178,4248,0.0,,1.6918632472814,,1.6259142352769,1610309182289.44,,2.68639941994022,921290560.0,3601,,,2019.38748775396,2043.258,2.24488701969262,461.9889,1.8632,58.4008,130.0151,91.4079,49.7668,1410.93124380983,-1439.67342323867,-14.6745122460403,26.2188873320562,0.0,816.2698,0.896819431803076,296.1146,0.511428804660355,0.191353393889922,188.6918,0.0096,70.4736556977231,28.2163,67.857968192508
SSA_2014,6.24445920525821,20.8995675532449,71.5240638661319,39.6059458734454,53.7213318283097,72.1719268137139,23.0557081685121,11.938580362972,11.5237749367585,3.12078538996424,6.9268200486457,24.8596890906809,7973670000.0,1.80398092216878,65.3661479603073,7.93992722258275,9.25705120745806,-60.0304768073127,3.39842361947418,51.721957166609,108.025760859391,50.0525542090858,483.113123282403,533.77971653583,4249,,,1.48563128709257,,1.67998684254574,1825677629407.4,,4.6032504711101,896754068.0,3602,,,2539.35997869427,2037.0531,2.30040587666897,451.8432,2.2214,62.2697,128.1274,93.5655,47.3493,1704.36805055315,-1239.70168124973,512.093178694265,57.1756994052534,0.0,831.2743,0.938742482875819,311.316,0.535180026433347,0.20040103696838,186.4157,0.0091,73.6072666274874,25.8242,67.3482225280654
SSA_2013,6.33415229755374,21.1757188360959,71.6876908256482,38.8415744954024,56.545573860528,73.0980687882519,22.6268720856042,11.5004636223724,9.9830028456142,3.30742509195655,6.56949208210968,23.7075367744122,4608980000.0,1.08066468880802,65.5633636661379,7.68339546566347,9.14812577114373,-65.0895711794328,3.14916792944814,50.5958802762325,109.312008275437,50.5046734497922,481.741819068454,529.919700873267,4250,,,1.44855190402709,,1.75380648163101,1757662426634.58,,4.91721315135747,872704206.0,3603,,,2362.43511170457,1983.1402,2.30186057820825,442.8837,2.3742,61.2459,129.033,88.4807,45.8265,1700.92910223639,-1360.44954358535,388.79311170457,57.9278999527108,0.0,801.2996,0.930080465604015,293.1487,0.539823162417624,0.202206263544506,181.1817,0.0088,67.3472081426059,23.8201,62.9191637144619
SSA_2012,6.41704617540075,19.9265168908218,71.6576418382659,37.6472467808928,58.7615801970351,73.7202961910596,22.5270555455379,11.3833528722157,9.02979453689884,2.86371909622712,5.92892145712563,23.0619654048647,2232870000.0,0.534909859326807,66.674351242875,7.4367846116002,9.01012107547826,-71.1452629690891,2.99969018941343,50.6119532534294,110.986299920162,51.3631386776158,484.801731734706,527.406648849629,4251,,,1.40650387979607,,1.72991258718215,1656725192153.01,,3.10850689973246,849083240.0,3604,,,2356.75551081487,1933.0463,2.30583805603303,435.0276,1.4442,58.3427,131.3598,82.5025,42.7802,1711.5967323214,-1321.55791758193,433.042910814875,52.0445956084857,0.0,760.6329,0.907322441004525,284.4176,0.537262564382733,0.201152868998627,159.7775,0.0083,58.8541816773825,23.0976,58.803843831785
SSA_2011,6.56993168276726,20.3435803014197,71.5804748198909,37.3485816035099,60.2801629662605,73.6881160556037,22.199246608178,11.5303879682908,8.52057368739663,3.2706034878702,4.88737940194658,22.9960898339,3289600000.0,0.796843225721952,67.7396369252933,7.25263132249259,8.73661264120615,-75.496761188699,3.05882388786919,52.6954307711264,114.460837519968,51.398020883294,497.607352033872,545.363919899593,4252,,,1.35204359987978,,1.76744961411781,1603614803794.07,,4.24978374115699,826290715.0,3605,,,2255.84899138518,1875.175,2.29800123947153,420.0845,1.2392,47.6215,141.6922,80.8275,39.4523,1705.66540104464,-1359.10432987624,389.52469138518,52.4533227829415,0.0,739.1752,0.905849067839864,279.0533,0.541718662647551,0.202915393899592,149.2807,0.0079,54.3728538592211,22.7098,54.0495940822873
SSA_2010,6.50860811417468,17.7162903895952,67.3711192696016,34.210425330409,61.1784364159346,73.7032148321828,22.5195264299015,11.8539528751512,7.72894879646878,3.00060361758367,4.79582961977945,23.3901379665094,3510470000.0,0.870611536607897,68.3351794871795,7.1987133717951,8.84712693713693,-84.6286002733921,3.02690551882794,52.1019352094149,113.031044666306,52.4467599934097,496.125001243657,530.339828965184,4253,,,1.47138566371356,,1.93272099006803,1424774314269.12,,5.83144739064893,804038373.0,3606,,,2105.88225097549,1844.4429,2.32212073734759,411.8946,1.6139,43.37,149.2863,80.8378,36.1192,1348.9574743154,-1154.34494357502,269.882250975485,83.3134877624268,0.0,735.2286,0.925639703322361,284.4803,0.562545080140294,0.21066403163088,139.5128,0.0075,53.5486272008581,22.4538,51.5248870387867
SSA_2009,6.74636710137287,18.2181375596333,67.1180601806389,33.6235609112731,62.1434817169065,73.9211593839627,21.8380907721055,12.177647355461,6.37226742271032,3.37175952608954,5.40541024434593,23.526935240153,6414260000.0,1.6888444680474,67.7883988057594,6.86686153142924,8.53454370740647,-79.7959173711712,3.01513038489662,52.0221240146347,117.170880398934,52.734968308127,478.231573184234,533.908719200195,4254,,,1.57354258197314,,2.0794375615983,1197671088013.29,,2.99396176689235,782252358.0,3607,,,2041.32020545579,1770.3496,2.29020626339517,394.5786,1.1002,56.9623,130.9525,87.7831,31.4412,1326.12776200348,-1123.39109507115,279.14590545579,85.5154555767921,0.0,701.4814,0.90746883888652,265.324,0.568054037335734,0.21262205910402,127.9109,0.007,46.5007019271775,22.4399,45.4379656638659
SSA_2008,6.80811616795864,16.6205334558316,65.8562119675831,33.5654241279205,63.7662554897329,75.3507054247274,20.8872028981969,11.4227265852811,6.41830272105001,3.38498498335907,5.16614721394443,21.9646974491363,4139380000.0,1.07749455093947,67.7239994269514,6.76882355574134,8.45451495330464,-86.1300172530422,2.96097106400655,52.6599877883188,118.2799966081,52.3441006527757,500.752454914709,538.608725762785,4255,,,1.52349920080833,,2.33215070634396,1260515051072.45,,5.05538042945686,761026248.0,3608,,,2029.5041639361,1803.5169,2.39762865992541,391.7893,1.1291,59.2362,157.9475,73.1624,34.4595,1323.68883713903,-1166.83826684906,233.853463936096,86.5680965440028,0.0,735.7319,0.978095569529389,282.9907,0.613422219458384,0.229353143510148,126.7993,0.0067,53.6537387594539,21.8877,48.1627295402004
SSA_2007,6.86613592229495,15.5786829005185,67.2246706338625,33.8820874113135,64.8825718325598,76.7939884499747,20.0512684569274,10.7760651190454,6.48528619209122,2.92371365318473,5.42613042532374,21.3170217823513,4899430000.0,1.26575332542395,67.8663224633458,6.66522644757505,8.48672691598559,-93.932938113832,2.89817093105636,51.5411168817309,117.831056648754,52.344571330974,522.911426464403,522.339497201273,4256,,,1.79769441911131,,1.41197808002243,1115654612682.9,,6.01741084879191,740376633.0,3609,,,1948.15327232159,1739.761,2.3767621441856,376.3341,1.0645,56.083,158.7211,71.7763,33.2453,1311.00667993595,-1169.10488759172,216.05487232159,83.8723090484166,0.0,696.4643,0.951469761085992,256.4939,0.610038263233938,0.228245379055166,119.0746,0.0064,45.4529069726159,21.6202,42.9250474490084
SSA_2006,7.03674327252033,16.3799679808956,65.2503685942629,32.6279350503343,64.7089353289664,76.1754725615583,20.7287242761729,11.253192761263,6.64733311058806,2.67796479696948,4.81920412200376,22.4154387742218,6314870000.0,1.68671449804894,68.4180768896989,6.34798539771108,8.29935018048998,-94.523563202222,2.91982698635331,49.8024317491327,120.491361161117,53.8886999744088,518.028937806126,517.085476181748,4257,,,1.88463715182459,,1.44484905367675,965917977205.79,,5.92793002246556,720481278.0,3610,,,1909.52402670708,1711.5124,2.40210664587961,356.9043,1.1703,49.7292,157.9934,75.897,31.3865,1307.88707979806,-1176.74816933438,206.399626707084,87.7248884876446,0.0,678.6072,0.952424805722559,248.7828,0.630164411824243,0.23578795857083,113.6414,0.0061,41.7235455321218,20.9,40.6043651855434
SSA_2005,7.27132921573365,15.402751552606,64.3777931524449,31.0879348122037,65.2448281361255,75.5419405603344,20.7900884657553,11.1649443785646,6.25620499658532,3.12939521313099,4.04090742762356,22.9030384895105,7624970000.0,2.11295002375519,68.3182126979773,5.94826394792379,8.01609542019831,-92.6259751288582,3.01662505217164,49.7903672208967,124.749014024993,53.636520292197,512.115957809198,518.833559406934,4258,,,1.98795607497304,,1.48667561423896,819296934606.01,,5.92282019145355,701214785.0,3611,,,1935.79398989258,1729.8446,2.49392033566189,355.1114,0.9272,44.0636,166.1942,77.715,29.4429,1332.11059521037,-1189.22431427704,213.749289892578,83.0633733766687,0.0,676.9383,0.97594326817472,244.9958,0.665878483667888,0.249311603807714,113.5934,0.0058,41.3750045423731,19.4955,42.110394206107
SSA_2004,7.57601184003484,15.2290959618545,63.6142421727411,30.9658946882782,65.2315964451797,74.9933190416804,20.6954183959275,12.2033093138125,6.04001037500312,3.7533000395634,3.72171222149756,21.1930978370882,1772170000.0,0.497679441160724,68.6608003736634,5.52206265806005,7.67137284095018,-88.7202704935839,3.1724396720701,50.0887798499292,130.354764490385,53.9645668967092,511.56303225032,524.981097929682,4259,,,2.17181341790585,,1.54180916284158,689163289411.764,,6.518267615726,682493463.0,3612,,,1866.73825357807,1695.4788,2.51085173180785,340.7434,1.0798,39.7747,159.1218,73.6913,29.9704,1319.40906032083,-1214.95808933863,178.726153578072,85.4321461864749,0.0,660.6497,0.978362833769043,245.5762,0.688345809560564,0.257866728667993,111.4291,0.0055,37.9732160795415,17.0191,39.2871710187709
SSA_2003,7.68693593037038,16.8329090226927,63.2477076392824,31.4003762022707,66.3936652160635,75.5793753941932,20.3619851001074,10.6670391163227,5.27239413637116,3.77227932657471,3.91331604175859,20.9069979877602,1829530000.0,0.545012887652865,69.1935368446526,5.30572075055263,7.56928439634355,-83.6427674178123,3.02285512126088,49.2940154307869,132.112885133906,54.2342726564029,504.506096171119,514.465694970531,4260,,,2.38350639734367,,1.67341574484572,553226593971.299,,4.22808528634863,664400687.0,3613,,,1787.60140666357,1642.7132,2.49843238961982,332.4846,0.9585,39.1951,158.0187,65.92,27.3574,1305.16614489287,-1230.53991300022,152.019506663567,89.0404295347085,0.0,625.9266,0.95198315260668,228.7159,0.694677021483521,0.260177245417437,105.7561,0.0053,30.7214792222455,14.3151,34.9523653278309
SSA_2002,7.65224735287008,15.204107073757,62.170895733584,29.0627151756805,64.8976552282336,74.6627048408108,21.5941300666673,9.56101482544538,5.89559331082049,3.69418654388161,3.86945630175666,21.2635911005318,-1072900000.0,-0.330538966135483,69.9053903195362,5.29762369523163,7.71358563598679,-83.180914310801,3.2093452655038,47.1472953950997,129.641394701658,54.9638438852828,507.507292724779,496.781203566804,4261,,,2.8652042195297,,1.86734927519576,438207961198.435,,6.47953284295903,646942913.0,3614,,,1691.64699384906,1555.7655,2.42956970143648,322.2481,1.0608,38.5791,155.15,59.2792,25.8076,1300.31024795319,-1235.92187756181,142.799693849061,88.0220183946483,0.0,590.9553,0.922868576133937,210.9357,0.683595062190354,0.256093426227451,100.1377,0.0051,23.4179071000111,12.1293,27.8094277932603
SSA_2001,8.01698859964644,14.1684474247414,60.9282532876152,27.9421737704008,66.2986278721129,74.7932408346557,21.4156362949517,10.4502525513866,4.68579360425288,3.51927001429279,3.80881935828989,22.3089346481178,2720810000.0,0.89329835316615,70.4524235346665,4.93449494701338,7.30293737496284,-84.8289274074346,3.00701827909513,48.7187019673971,136.93120297435,54.9641734409898,486.107425261269,506.94345844735,4262,,,2.81461297194243,,1.88156642400228,401467455254.855,,4.11642334125463,630019621.0,3615,,,1719.65439523455,1595.9821,2.5588477860179,316.4606,1.0495,36.4473,168.1998,55.7058,24.6588,1297.23077782378,-1244.1601599234,130.241095234555,86.9206984443315,0.0,586.9896,0.941123987778767,205.0745,0.723004214425395,0.270090854604065,95.8498,0.0049,22.589691507078,10.0828,31.1133065807706
SSA_2000,8.28083551084102,13.9635752887011,60.9166999340553,27.143926478685,66.6490268131693,74.8122024049551,20.440617494944,10.3690643539587,4.44179530195327,4.35914576423883,3.7213802898326,21.1687858224363,2173240000.0,0.728168327492268,70.5400343332986,4.67132378672452,7.07261123161767,-82.8740029284937,3.07775133740668,49.1647329717895,141.390494578518,54.6484963479288,507.001323437282,515.564437326668,4263,,,2.28397367258403,,1.87282700628974,419427320519.798,,3.41098612284341,613632482.0,3616,,,1665.25567842005,1566.4619,2.57811281386726,310.0047,0.9663,32.7197,144.3848,59.9744,23.063,1298.36032315737,-1264.61799248499,105.136278420049,81.9648790310006,0.0,567.1314,0.933395653916943,217.1928,0.72729961216191,0.271845658254053,88.8257,0.0047,18.4424108535777,8.2149,28.6881596866258
SSF_2019,6.05509033251037,28.1958086348493,77.3508593357165,47.1974168154517,47.0300550038514,66.2513491029494,26.3482422631006,12.3111788770299,12.6376879644429,2.69322672176793,6.58360613465508,30.6257354193741,21047370000.0,4.27749315627353,68.1693850218034,8.62953430179837,9.30111319830322,-45.2681699987549,3.94256167873326,46.6088631545502,107.514012428365,54.6469243864197,407.544946251955,491.374235856498,4264,0.0,,1.91236824278184,,1.35268477759937,1843035420525.45,,2.6966970225991,1139315618.0,3617,,,2489.77990260364,2360.619,2.09109331156937,586.6545,3.0535,51.9369,126.3951,100.0352,64.049,1594.60897612066,-1507.87824947355,138.424102603639,60.1842685057722,0.0,894.976,0.792791351596808,325.6317,0.490319858608153,0.180777175038495,223.8623,0.0129,85.9589537066146,43.4952,84.3626637293004
SSF_2018,6.05154889451037,27.4708986114787,75.6606027838,46.4166752425457,48.8931752557447,67.5354066776703,25.8249493913413,12.266449869964,11.7220715409615,2.37523742374857,6.92015988096409,29.0883512634017,15910070000.0,3.2634018720604,67.6660713231228,8.43054495659284,9.44222025310557,-50.3796210142719,3.89263115025787,45.6850394142964,105.907294385671,54.5447179803091,417.123622102361,483.282695160297,4265,0.0,,1.82622711790615,,1.37282217952186,1790131601908.14,,2.77483897499333,1109997000.0,3618,,,2423.65734960894,2297.6341,2.08899751421804,566.5171,3.0749,58.6149,127.5825,101.1157,63.7254,1589.68613882903,-1501.93334087212,136.408849608944,60.4564858679583,0.0,876.3268,0.796751974930496,306.0295,0.492965965152296,0.182095992695641,216.1723,0.0123,82.0840054180958,39.6782,79.4435878688063
