economy_Time,Energy intensity level of primary energy (MJ/$2017 PPP GDP),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Electricity production from coal sources (% of total),"Electricity production from oil, gas and coal sources (% of total)",Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),Renewable electricity output (% of total electricity output),"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric (% of total)",Renewable energy consumption (% of total final energy consumption),GDP per unit of energy use (PPP $ per kg of oil equivalent),GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),"Energy imports, net (% of energy use)",Alternative and nuclear energy (% of total energy use),Fossil fuel energy consumption (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Unnamed: 0_y,"Net official flows from UN agencies, UNEP (current US$)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: particulate emission damage (current US$),Adjusted savings: particulate emission damage (% of GNI),GDP (current US$),GDP (current LCU),GDP growth (annual %),"Population, total",Unnamed: 0,Disaster risk reduction progress score (1-5 scale; 5=best),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Methane (CH4) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),F-gases emissions from Industrial Processes (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (% change from 1990)
CHN_2003,10.51,96.0,99.7,97.4,79.5560393666378,82.695112664889,14.8465397185929,6.59781081300324,0.269788643756002,2.26831802088703,2.86928465449521,15.0371010412115,3641160000.0,0.190561322618546,23.9,3.62589842598741,4.69806372809126,2.81787719089625,2.74,84.2309775025242,212.853647348518,13.0776107429965,1379.48463210183,1105.13742396493,3389,,92791002920.8458,5.62346035757858,11500078976.4069,0.69694513689019,1683903309843.85,13937730000000.0,10.1181928640117,1288400000.0,2898,,,5745.0074,6473.6746,5.02458444582428,601.651,29.2422,439.181,288.49,1136.1491,587.9921,1.5428,-551.2046,-728.6672,-117.7908,0.0,4790.8644,3.71846041601987,1996.1011,1.30150920535189,0.716189538882207,313.1443,0.5647,98.4386565302,94.0701,67.0027596310153
CHN_2002,10.14,95.7,99.7,97.2,77.5438831941694,80.8626593251939,17.4090356216191,7.0649584926283,0.253541970445494,1.51901504324843,3.065234160579,17.6186164128829,3466810000.0,0.209580791263744,27.0,3.67846295587339,4.86027062589304,1.55077393655025,2.73,81.9217928499847,205.749859827251,15.3987478096109,1194.85629490784,976.159336791292,3390,,76783233307.854,5.2750052607434,11014372704.6694,0.756686993473829,1489821682050.54,12331190000000.0,9.24339326638321,1280400000.0,2899,,,5037.9171,5766.5843,4.50373656669791,621.091,31.1269,397.1562,233.717,996.754,528.8296,1.5428,-551.2046,-728.6672,-117.7908,0.0,4150.578,3.24162605435801,1686.0073,1.24165522588947,0.683253318550318,276.4443,0.5427,71.9178531005396,68.0267,48.7618008703876
CHN_2001,10.41,95.4,99.7,97.0,76.2524570393714,79.8616967903689,18.7333932498688,6.97843072246242,0.333164747739456,1.17978404387997,3.27607500325805,18.9581214478014,3328110000.0,0.224728197932542,28.4,3.53595154377963,4.74457571082834,0.0954125824372545,2.63,80.8331458521972,210.767002351284,16.5972611235269,1076.54912135865,921.506436459842,3391,,68488294139.0697,5.18763194636287,10756319242.6036,0.814735219056603,1355036590251.52,11215730000000.0,8.31263887091522,1271850000.0,2900,,,4707.4027,5436.0699,4.27414388489209,632.4562,24.6966,381.0208,234.1644,958.8384,484.7698,1.5428,-551.2046,-728.6672,-117.7908,0.0,3844.8357,3.02302606439439,1506.5746,1.2565084352495,0.691426686144444,254.2503,0.5209,59.2539398291781,65.9735,40.235450642993
CHN_2000,10.91,94.9,100.0,96.7,78.2136371481806,82.1259712422312,16.40538216086,6.90922582386862,0.42581973803198,1.23453056564026,3.48651435601864,16.6391375029689,3169110000.0,0.233755342108874,29.6,3.29987180500405,4.52750187898927,2.45807505926914,2.26,79.922462606017,220.872354496569,17.8832369008355,992.943384720171,898.07500446721,3392,,62116988923.2114,5.19077113084093,10432340132.7716,0.871772616912361,1223754919971.05,10130860000000.0,8.58643201808462,1262645000.0,2901,,,4514.0686,5242.7358,4.15218513517259,648.7706,24.1277,371.3473,238.0018,904.0452,453.5989,1.5428,-551.2046,-728.6672,-117.7908,0.0,3666.951,2.90418209393773,1426.8505,1.29799155259073,0.71425385829032,248.4803,0.4993,51.8859164542569,50.3998,35.247969772271
CHL_2019,3.79,100.0,100.0,100.0,33.2718370822394,53.4177724165661,26.5817545353485,4.22195416164053,18.7622696847135,0.0,1.38366564961328,45.3889992667755,15903030000.0,18.807244731427,25.3,11.888367306175,13.0983708307766,69.2258871522885,7.61,0.0,76.3453724832975,19.7831726349151,4218.62068793083,2154.35451877758,3393,,3725970103.31443,1.38949929909516,347584217.709386,0.129622088608309,278285058719.466,195531722450800.0,0.634367533828438,19197744.0,2902,,,80.9598,131.5291,6.85127898361391,7.0867,0.3352,7.7906,2.6876,14.4334,3.3711,4.96,-49.502,-50.5693,0.1838,0.0,95.2152,4.95970776566246,37.854,0.363865869069697,0.175760643606911,28.735,0.0082,186.641679837435,7.3085,126.051724315722
CHL_2018,3.61,100.0,100.0,100.0,36.3047887392366,53.7558143771481,28.3778039568127,4.26407899051482,15.8891898128469,0.0,1.56183582506467,46.3150633357218,14769360000.0,17.9372593789091,25.5,12.2366432443909,13.7780393095562,67.6635625998358,7.7,0.0,72.5792674510963,21.0607460152793,4172.29678141718,2067.9764736837,3394,,3393271184.0647,1.19778774069317,360275809.177839,0.127173433567017,295857562991.709,189434867410000.0,3.99002947789977,18893191.0,2903,,,72.2183,125.2764,6.63076978367498,6.8443,0.3326,8.0571,2.5048,14.3339,3.2669,4.9567,-51.3907,-53.0581,0.128,0.0,89.7848,4.75223057873072,32.9533,0.345290140346425,0.166787881077089,28.328,0.0081,170.293670505005,6.5982,115.305557751601
CHL_2017,3.68,100.0,99.8,99.7,36.8868245156905,56.0980829022066,26.8305577583928,5.2553403068867,16.8019838122931,0.0,2.40927457422303,44.1018340193598,13720820000.0,17.271276260967,24.1,11.7596850540405,13.5011241664553,68.361001924862,6.72,0.0,74.0679063217998,21.117728040067,4053.47998595604,2065.97571745805,3395,,3257906260.48839,1.22652207284445,346422846.772281,0.130419734065681,276154259981.097,179314910106100.0,1.35769537343957,18558868.0,2904,,,135.278,123.5255,6.65587470097853,6.6325,0.2916,7.8599,2.3312,14.3946,2.8803,9.9594,8.0101,11.7525,0.1027,0.0,89.7172,4.83419570633295,34.5685,0.358796972850756,0.173312179660305,27.3837,0.0074,170.090163317528,5.7834,112.296383628883
CHL_2016,3.68,100.0,100.0,100.0,38.1400156301208,56.7423803161318,29.3367282627877,3.62139813951143,14.9305468021277,0.0,3.67181788388333,43.4618196485744,11206000000.0,14.1250913857867,24.6,11.2324777962133,13.50356882648,69.1768970395068,6.56,0.0,74.0544972110662,20.5494089117914,4185.58466008595,2070.46958170364,3396,,3105990253.2635,1.28154385542301,320077337.259704,0.132065174510557,249344863928.438,168764687916600.0,1.753038749071,18267221.0,2905,,,57.4357,121.3887,6.64516512938668,6.5482,0.2901,6.7277,2.3805,14.9905,2.9207,3.4522,-60.7325,-63.953,0.0778,0.0,88.8319,4.86291264555238,35.1313,0.36007978243235,0.173931824031629,26.384,0.0072,167.425001881538,4.9666,108.623984710941
CHL_2015,3.52,100.0,99.9,99.7,37.1668390484525,56.4112764208237,31.6665340652929,4.9155329249211,15.0595380168139,0.0,4.18489935555732,43.6470681836264,9035000000.0,11.9805341183335,25.1,11.4097685356638,14.1296215411376,68.1847796488233,6.7,75.7299683205292,70.7733039479191,20.5542313678952,3973.20977136881,1968.30286182049,3397,,2859369019.28487,1.20880901135099,321948626.494424,0.136104993190375,242450355830.884,158622902852000.0,2.15194249981184,18047625.0,2906,,,66.0949,116.2304,6.44020473608023,6.3814,0.2974,5.5124,2.6506,15.0156,2.5629,3.4594,-46.8308,-50.1355,0.0933,0.0,84.3487,4.67367312873577,33.077,0.347900912378267,0.168048980321711,25.2257,0.0072,153.928501542861,4.4672,99.7587023548863
CHL_2014,3.52,100.0,100.0,100.0,36.7560386132037,56.6944157844897,32.6473789097282,6.1679363419219,14.4333102483287,0.0,5.50506692295733,43.1190196882111,7409000000.0,10.4716407784829,27.0,11.5884694490113,14.1326084431733,67.2508288416277,6.27,76.0638394134275,70.7583461341169,21.2299556348178,3716.31635234613,1946.21181666587,3398,,2577833070.41775,1.03988805719728,343272653.410078,0.1384748829317,259560978224.359,147951290035900.0,1.79264947139259,17864195.0,2907,,,49.4981,110.9874,6.21284082490143,6.7689,0.3009,5.5188,3.3206,13.9677,2.4649,3.4667,-58.7714,-61.4893,0.0827,0.0,78.6954,4.40520269735076,29.5418,0.331568413180925,0.160159780441619,23.5736,0.0071,136.909460374802,3.9656,90.7478508354329
CHL_2013,3.97,100.0,99.8,99.6,41.3809621569835,64.1086703620064,27.0129336891809,6.69267090946418,15.2672278108534,0.0,7.46048039416957,35.9062889208239,6497930000.0,8.89335523164306,30.2,10.1956445092838,12.5333161904877,65.8715584951178,4.58,68.972325661819,79.7873431741041,26.8533350697836,3854.52461541541,2177.50491871487,3399,,2683007042.14237,1.01285571999807,360130924.040576,0.135952183737627,277395018842.417,137309192012500.0,3.30850824710085,17687006.0,2908,,,53.9572,118.8064,6.71715721699874,7.1282,0.2976,6.1499,3.5755,12.8489,2.8259,5.0101,-64.6159,-64.8492,0.6466,0.0,85.402,4.8285164826653,35.205,0.366275831922642,0.176924744607055,24.4921,0.007,157.09942048619,3.4648,104.185929803696
CHL_2012,3.96,100.0,100.0,100.0,36.3249272411865,63.5546443778584,28.8999440868231,5.01641553526114,18.4212412725266,0.0,8.80847586414532,36.7304698140528,5461870000.0,7.83052572722972,30.3,10.0618129205318,12.5597364034561,67.1384298913492,4.78,70.0496946256346,79.6195053683471,25.1675536303233,3781.69701341717,2123.49178972428,3400,,2436202619.82435,0.964665873503891,343128780.091155,0.135869086453418,267024782486.855,129973394043200.0,6.15534001855494,17519119.0,2909,,,58.0337,117.0229,6.67972516197875,8.6448,0.2971,6.2478,3.4838,11.5871,3.1103,5.0101,-58.9823,-58.9892,0.6656,0.0,81.3404,4.64295036753846,34.1732,0.360398202516489,0.17408563268389,22.4344,0.0067,144.872130654023,4.7497,101.12072788019
CHL_2011,3.8,97.8,99.9,99.6,29.8555841309939,60.403573113387,31.970842907796,7.13253085386453,20.877147596366,0.0,9.67084138602712,39.7270859647254,5096860000.0,7.75624305692938,28.8,10.3863317087121,13.0934613564899,73.8311740907948,5.47,76.6642948421161,76.3739986527198,17.6712579879185,3559.16637198089,1937.32339633854,3401,,2280976795.32346,0.994554043156872,322554152.157,0.140640420727862,251382573893.87,121509298514000.0,6.22389678509138,17351816.0,66,2.75,,48.0522,113.0787,6.51682221618763,8.5986,0.2923,7.0234,3.4346,13.9661,3.0706,5.0101,-64.6222,-65.0265,0.6773,0.0,79.0676,4.55673342778646,29.4148,0.371891896103665,0.179637510873147,21.8593,0.0064,138.029954090464,4.2096,94.3420514424581
CHL_2010,3.7,98.3,99.7,99.5,27.9081311844326,59.6121388622299,35.9350696627726,8.21888341000099,17.6887182711719,0.0,14.0152894066254,40.7618228149717,2917000000.0,4.82675315219909,27.0,9.97832456559593,13.4304253723042,72.2704435137372,6.15,77.5945604954581,74.4578054885865,15.9797326066593,3284.06240585785,1795.6817303266,3402,,1993332420.94167,0.981713191313384,276516596.81013,0.136184004159902,217051209238.534,110777866879100.0,5.85165102224047,17181464.0,2910,,,37.127,102.694,5.97702267979027,8.6843,0.2911,5.9837,2.74,13.7208,3.0409,5.0101,-65.7306,-65.567,0.7846,0.0,72.3154,4.20891956587634,25.0959,0.361302677758428,0.174522527606342,21.4369,0.0061,117.702716941371,2.1226,76.4944470606028
CHL_2009,3.75,97.7,99.9,99.6,24.5331181449886,51.0128124897072,41.6587068937123,10.5464246895689,6.47211883666546,0.0,20.0075755080531,49.7282698198347,4900000000.0,8.06956292612233,31.5,9.18940692814708,13.2579014708979,70.2435930726474,7.4,73.4651836977955,75.4267183381227,18.7428258026001,3272.59731503103,1735.83895157902,3403,,1807563784.36167,1.13204855342917,221341130.087913,0.138622442150159,171777900623.892,96138477277400.0,-1.11803723642878,17009731.0,221,,0.260470805127432,42.1575,100.6846,5.919235289494,8.7282,0.3661,5.242,4.5623,11.2886,3.1782,5.0101,-59.4284,-58.5271,0.7435,0.0,68.2181,4.010533735072,22.8651,0.360776003370613,0.174268124439564,20.7096,0.0061,105.367953638895,1.9342,73.0410034132274
CHL_2008,3.81,89.6,99.5,98.2,23.636607262495,54.2509714591987,40.5215730939301,8.5103175666622,3.66474608066461,0.0,26.9496181160391,46.5513198445665,3600000000.0,6.02974675063647,30.8,9.09127878637327,13.051687731984,72.7500942964616,6.87,75.1772773383737,76.6184435710514,17.6193037259504,3312.37245373653,1801.2828820239,3404,,1824697863.48133,1.10235474420003,218882046.909026,0.132233213870285,179894594475.405,93867121297700.0,3.78939280635238,16838988.0,2911,,,49.9675,105.2332,6.24937793173794,8.6201,0.3787,5.0205,5.43,12.0806,3.6222,4.998,-54.4978,-55.2657,0.8441,0.0,71.3169,4.23522482467474,24.1962,0.372947378916325,0.180147348025346,20.5827,0.0061,114.696771280199,1.7418,80.8584284030014
CHL_2007,3.99,88.5,99.5,98.0,22.6614708848211,55.8444000068366,39.5323796339025,8.43459980515818,7.9133124818404,0.0,25.269616640175,45.0699892324258,3240000000.0,5.5376095985233,30.5,9.0897736004417,12.4547789297448,77.9117396112639,6.5,76.0197656669821,80.2904656630859,17.0196520683884,3311.14367617564,1836.95620548021,3405,,1662887224.01922,1.06850398878767,217700017.151267,0.139885214899327,172491076033.863,90159479206000.0,5.16823098528431,16671581.0,2912,,,41.7824,100.1872,6.00946005060948,8.4683,0.3867,4.8868,4.5152,12.0072,3.7178,4.9859,-56.8588,-58.4048,0.6485,0.0,67.7449,4.06349583761732,22.4142,0.3676924221648,0.177609009974746,19.8109,0.006,103.94340332656,1.5474,72.1861497901535
CHL_2006,4.05,96.4,99.8,99.4,19.1594360086768,44.7451193058568,52.6554591467824,8.8647866955893,20.6760665220535,0.0,4.90961677512654,56.3268257411424,2031000000.0,3.67136659436009,32.9,8.67262614990995,12.2833948410104,72.9339608447136,8.49,74.0021876923414,81.41071853046,16.8397500093027,3192.22106226258,1788.47442583539,3406,,1401534569.13541,1.02001278667134,203434115.680271,0.148055855209522,153843518170.864,81577533475700.0,6.04999082563968,16509195.0,2913,,,21.9474,92.4099,5.59748067667745,8.7557,0.3656,4.4129,4.5603,12.1094,3.6273,4.9738,-68.3687,-70.4625,0.5812,0.0,60.3531,3.65572639974269,16.9852,0.344502378384486,0.166407362976302,18.2863,0.006,81.6906750959584,1.3581,58.8197382848618
CHL_2005,4.12,86.4,99.4,97.7,13.7413306912583,46.1169118207454,50.4591875619236,8.6502553159058,25.9126590961055,0.0,6.4629220333816,55.0358204405152,2402000000.0,4.57663287859157,32.3,7.23331002281599,12.0561715654113,72.2462472171982,8.03,74.2376962382907,82.9450704624144,17.0725936553805,3064.20455400398,1735.08874376693,3407,,1302211830.10528,1.15591934350166,171147180.379786,0.151920242016822,122294145163.192,68467939844200.0,5.83704571917758,16348778.0,2914,,,22.6951,91.1358,5.57447168222604,8.8572,0.3667,4.4342,4.8446,10.6115,3.5306,4.9617,-66.7274,-68.4407,0.5814,0.0,59.1361,3.61715719670302,16.7821,0.357977686627297,0.172916434177769,18.5607,0.0058,78.0269436291112,1.1688,56.6300137147807
CHL_2004,4.23,85.3,99.4,97.5,15.0718637712857,53.0991251366974,42.9210279643806,7.8776753632245,32.4910170285893,0.0,5.53624433682237,48.084283705671,2644000000.0,5.16325574129042,31.4,6.83189873580408,11.7441919048339,75.2968199444253,6.87,75.1763064312062,85.1484723770904,17.3504137726885,3031.81712206627,1699.73240740445,3408,,1212772126.78743,1.32142039816069,145530339.101494,0.158567924173329,99075985773.6682,60391763165300.0,6.67425416822923,16187322.0,2915,,,20.6057,90.5563,5.59427309841616,8.8787,0.3952,4.9151,5.3137,10.643,3.7092,4.9496,-68.4541,-69.9506,0.5771,0.0,58.4938,3.61355633748436,16.5931,0.374757921932156,0.181021907121955,16.919,0.0055,76.0933243019493,0.9918,55.634059403218
CHL_2003,4.24,92.8,99.7,98.8,10.4166221785646,49.8430459757842,46.2832859979927,6.08597236755002,35.3968694612313,0.0,4.02955433598838,51.5620662410045,2472000000.0,5.27878024301181,31.6,6.64224504425387,11.7246771936546,71.3337721552689,7.22,74.5569951582889,85.2901946452904,17.5715828282567,2866.12859905726,1612.22953620512,3409,,1054846736.59576,1.45234937938678,120049329.786681,0.165288058978278,76492579644.0605,52897338900000.0,4.72324526861041,16024752.0,2916,,,9.12610000000001,85.1581,5.31416024410237,8.7553,0.3919,4.2742,4.6929,10.8345,3.9536,4.9375,-75.3017,-76.032,0.5692,0.0,54.1194,3.37723791294867,13.6349,0.369873804481023,0.178662698139652,16.332,0.0053,62.9243621585008,0.8245,46.3564743045506
CHL_2002,4.39,83.1,99.5,97.3,11.568317647867,44.5490142199629,50.9834901879966,6.18030271805088,29.5917199056582,0.0,3.38897666643768,56.2753314556571,2311000000.0,5.29184126766046,33.1,6.28454936425096,11.3122348450312,69.0840375617552,7.49,73.1942380188991,88.3998620696284,18.6998917385996,2698.02007513593,1612.43130205148,3410,,989903644.579425,1.46454708899577,111607635.306392,0.165121765429123,70264045939.2773,48428963170100.0,3.20279913520113,15857925.0,2917,,,18.5487,83.0756,5.23874340432307,8.7933,0.3321,4.6601,4.8021,10.4325,3.4008,4.9255,-64.284,-64.5269,0.5557,0.0,52.1922,3.29123766192613,11.9842,0.373550478455064,0.180438667360569,16.5753,0.005,57.1226010386092,0.6361,42.77739776645
CHL_2001,4.38,82.2,99.5,97.1,11.3728809574193,45.7384025769439,49.3828031318333,7.35933789471209,31.3677082598575,0.0,2.99781335966707,55.0257459265007,2400000000.0,5.64294279466742,32.1,6.20731229442018,11.347341209246,67.8365457140534,7.31,73.1003577799168,88.126370888115,19.0963559495766,2600.57336690757,1574.84475911504,3411,,939873305.551346,1.35880879919517,119158611.066991,0.172271909693957,71574739561.4329,45409054801000.0,3.15403492459967,15683849.0,2918,,,4.6448,82.6117,5.26731033944538,8.882,0.3254,4.7114,4.2721,11.2399,3.5467,4.9134,-78.4125,-77.9669,0.5399,0.0,51.6573,3.29366216162882,11.4895,0.381563543231707,0.184309273378131,16.0675,0.0048,55.5123052607812,0.4497,41.9801187239411
CHL_2000,4.6,86.5,99.8,97.9,21.1263037077698,51.4521682718699,46.1999101751584,7.29327810769,26.0716602624882,0.0,4.25420430161186,49.4510704126952,1303000000.0,3.2511602375368,31.4,5.77499528856581,10.7948791223548,70.4940449473389,6.33,74.5053148076826,92.6365166914307,18.7568738606828,2473.29094112445,1623.48012689232,3412,,935876439.628008,1.23934876486247,130473411.408259,0.17278142116762,78339750721.364,42215029916800.0,4.9716214882971,15503635.0,2919,,,6.5937,84.4298,5.44580674145128,8.9734,0.3159,4.751,4.2263,10.3338,3.5126,4.9013,-78.3831,-77.8361,0.5481,0.0,53.8516,3.47348218659688,13.7202,0.410317463811042,0.19819847821113,16.9872,0.0046,62.1181606081132,0.27,45.1047857366281
TCD_2019,3.95,,36.7,8.4,0.0,,0.0,28.8690476190476,67.1547619047619,0.0,97.9166666666667,5.5952380952381,18800000.0,5.5952380952381,72.8,12.3533539826048,13.6837571345036,-204.991540399293,0.02,0.0,73.0793443767357,81.4512914990411,14.3240518871099,190.365580148423,3432,,91752571.7462131,0.823557879134014,367005987.896617,3.29419292853877,14905517742.8454,8733307000000.0,5.38865646919793,16685223.0,2920,,,77.2809,77.9349,4.67089352057207,52.7296,,0.1437,0.3622,0.2693,0.2134,0.0,-0.654,-0.654,0.0,0.0,2.3649,0.141736193756595,0.3659,0.15455071364118,0.054411034316761,1.0103,,906.340425531915,0.4337,354.285214654192
TCD_2018,4.06,2.3,36.0,10.1,0.0,,0.0,29.0625,70.5125,0.0,100.0,5.875,18800000.0,5.875,73.1,11.1111696582078,12.731066584417,-171.727077004748,0.0,0.0,78.5480142900212,83.685522163565,14.0500457678694,200.502145341686,3433,,85801455.2002907,0.774729735692924,385475075.584288,3.48058203356221,15327000248.8701,8513328000000.0,5.74111580758154,16156531.0,2921,,,73.1795,73.8265,4.56945244000708,49.7929,,0.1371,0.4413,0.2439,0.198,0.0,-0.647,-0.647,0.0,0.0,2.2617,0.139986733538282,0.3782,0.155771176320069,0.0548407096973455,0.8631,,862.425531914894,0.393,330.337209641223
TCD_2017,4.07,4.2,33.6,10.9,0.0,,0.0,30.2013422818792,75.7181208053691,0.0,100.0,6.23154362416107,18570000.0,6.23154362416107,72.8,10.2666626012979,12.221690858513,-157.66185165781,0.0,0.0,81.8217390356795,83.6045206197142,13.313909534161,204.267378434246,3434,,80446753.133095,0.815103907458197,358408590.133357,3.63147337719089,13349041408.7152,7751211000000.0,-1.62799367083434,15622759.0,2922,,,69.2169,69.8579,4.47154692714648,47.0563,,0.1326,0.482,0.2137,0.1893,0.0,-0.641,-0.641,0.0,0.0,2.1626,0.138426253647003,0.3412,0.157496964917684,0.0554482898268447,0.8039,,820.255319148936,0.3469,307.204103640232
TCD_2016,3.94,2.8,31.1,9.2,0.0,,0.0,32.9931972789116,76.7482993197279,0.0,100.0,6.26190476190476,18410000.0,6.26190476190476,72.7,9.96075919698841,12.3241486367326,,0.0,0.0,81.1415075780132,83.5840287470675,13.0337080138448,212.843968377387,3435,,79364536.3364249,0.800715877172867,358201997.358586,3.61393186125647,13026289835.7789,7719452499300.0,-4.12992837205852,15114655.0,2923,,,64.8326,66.0365,4.369037864245,44.4026,,0.0897,0.548,0.123,0.1462,0.0,-1.2039,-1.2039,0.0,0.0,1.6601,0.109833800374537,0.235,0.118932834377861,0.0418714244681378,0.5182,,606.425531914894,0.3093,284.929031505931
TCD_2015,3.7,0.5,32.4,7.7,0.0,,0.0,33.1034482758621,77.8068965517241,0.0,100.0,3.23448275862069,9380000.0,3.23448275862069,72.7,10.9552735048718,13.0096912280276,,0.0,0.0,76.865775095848,81.3420892472067,13.2444715766472,217.019809756483,3436,,83107040.9469263,0.782664395374307,357189329.222126,3.36384700025984,14559599499.5011,8607805542300.0,3.31088567417588,14647621.0,2924,,,60.979,62.7458,4.28368538481437,41.9522,,0.0892,0.4985,0.1517,0.1225,0.0,-1.7668,-1.7668,0.0,0.0,1.6019,0.109362469168201,0.2406,0.110023630804878,0.038734855442193,0.4994,,581.659574468085,0.2711,265.747427938562
TCD_2014,3.71,3.0,27.2,8.4,0.0,,0.0,32.8671328671329,6.99300699300699,0.0,100.0,3.14685314685315,9000000.0,3.14685314685315,72.5,9.64730349142416,12.7591864511451,,0.0,0.0,78.3749029633668,81.0277492291879,13.5319160812586,221.117166458392,3437,,76095910.4015286,0.570579449999481,449474866.313617,3.37023528145689,18144336903.7175,8958899344200.0,2.06298097115769,14188678.0,2925,,,55.5039,57.8335,4.07603160773682,38.7241,,0.096,0.342,0.1489,0.1107,0.0,-2.3296,-2.3296,0.0,0.0,1.4039,0.0989450884712445,0.2306,0.09961685580908,0.0350710522925173,0.4758,,497.404255319149,0.2453,237.113462154994
TCD_2013,3.89,3.0,26.0,8.1,0.0,,0.0,33.0855018587361,7.43494423791822,0.0,100.0,3.28624535315985,8840000.0,3.28624535315985,72.6,9.28479053716699,12.6043443772778,-132.264873619331,0.0,0.0,79.3377243645235,80.3854744744054,13.1472471965139,227.279984715064,3438,,70792597.2989722,0.572648051342514,427960415.359209,3.46181249534041,17865316886.3315,8823673292800.0,2.80735188711816,13691079.0,2926,,,52.0187,54.9112,4.0107284458734,36.7283,,0.0888,0.2848,0.1363,0.1035,0.0,-2.8925,-2.8925,0.0,0.0,1.3247,0.0967564353401218,0.2216,0.0959361842723617,0.0337752372129566,0.4897,,463.702127659575,0.225,220.079274868118
TCD_2012,3.91,3.0,24.7,7.8,0.0,,0.0,33.1914893617021,8.51063829787234,0.0,100.0,3.68510638297872,8660000.0,3.68510638297872,76.1,10.6161318980511,12.5893856934456,-117.292747134953,0.0,0.0,79.4319932957989,81.3358134842442,11.8840378296931,229.379599396786,3439,,57790290.7293594,0.478884426638727,401653124.231626,3.32833463334002,17892228569.8861,9134990697300.0,9.05268025089401,13210998.0,2927,,,48.726,52.1814,3.94984542424425,34.5141,,0.0916,0.2276,0.1485,0.0907,0.0,-3.4554,-3.4554,0.0,0.0,1.2187,0.0922488974716369,0.1981,0.0907373076075148,0.0319449237193784,0.4622,,418.595744680851,0.219,204.167176707178
TCD_2011,3.95,7.7,13.6,9.0,0.0,,0.0,33.0049261083744,9.85221674876847,0.0,100.0,4.18226600985222,8490000.0,4.18226600985222,80.7,11.4511976006914,13.1511826205551,-183.961857558453,0.0,0.0,76.038788970736,91.1225442660632,10.6624878077196,208.551559825517,3440,,32811226.4834022,0.276744868955977,405392097.768976,3.41926209401577,16685349673.9957,7862948108200.0,4.55359039963335,12754997.0,2928,,,45.0135,49.0317,3.8441169370718,32.5558,,0.0538,0.1328,0.0887,0.0392,0.0,-4.0182,-4.0182,0.0,0.0,0.6883,0.0539631643974514,0.1155,0.0558860211717596,0.0196752000955732,0.2583,,192.893617021277,0.2147,185.807466993093
TCD_2010,3.92,3.0,18.3,6.4,0.0,,0.0,33.0,20.0,0.0,100.0,8.83,8830000.0,8.83,79.2,10.5810581379389,12.402573110518,-225.612876380023,0.0,0.0,80.6284301724417,89.9540508716167,5.44159121873369,219.108373918314,3441,,35437021.0892841,0.343635073040605,340892079.671594,3.30565242495326,14058506663.7252,6956068429500.0,13.7943889290963,12312575.0,2929,,,42.186,46.7671,3.79832001023344,30.9251,,0.031,0.1293,0.0575,0.0378,0.0,-4.5811,-4.5811,0.0,0.0,0.5204,0.0422657323914778,0.0788,0.0441775533971888,0.0155531237436131,0.1861,,121.446808510638,0.2133,172.607035644546
