,Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
1489,Advanced,East Asia & Pacific,True,EMDE,Public,National DFIs,International,Project-level equity,Mitigation,Transport,Private Road Transport,2023,1.22e-06
1490,Advanced,East Asia & Pacific,True,EMDE,Public,National DFIs,International,Project-level equity,Mitigation,Transport,Rail & Public Transport,2023,9.09e-06
1491,Advanced,East Asia & Pacific,True,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,5.55e-06
1492,Advanced,East Asia & Pacific,True,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.000213119
1493,Advanced,East Asia & Pacific,True,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000629566
1494,Advanced,East Asia & Pacific,True,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,4.42e-05
1495,Advanced,East Asia & Pacific,True,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Private Road Transport,2023,4.26e-05
1496,Advanced,East Asia & Pacific,True,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,0.000317587
1503,Advanced,East Asia & Pacific,True,EMDE,Public,SOEs,International,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.005198792
1504,Advanced,East Asia & Pacific,True,EMDE,Public,State-owned FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.057613636
1505,Advanced,East Asia & Pacific,True,EMDE,Public,State-owned FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Transmission & Distribution,2023,0.008522727
1506,Advanced,East Asia & Pacific,True,LDC,Private,Commercial FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.050137239
1507,Advanced,East Asia & Pacific,True,LDC,Private,Commercial FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Transmission & Distribution,2023,1.06e-05
1508,Advanced,East Asia & Pacific,True,LDC,Private,Corporations,International,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.000448987
1509,Advanced,East Asia & Pacific,True,LDC,Private,Corporations,International,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,1.52e-05
1510,Advanced,East Asia & Pacific,True,LDC,Private,Corporations,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.01996
1511,Advanced,East Asia & Pacific,True,LDC,Private,Corporations,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,3.55e-05
1512,Advanced,East Asia & Pacific,True,LDC,Private,Household/Individuals,International,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,4.25e-05
1513,Advanced,East Asia & Pacific,True,LDC,Private,Household/Individuals,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,9.91e-05
1514,Advanced,East Asia & Pacific,True,LDC,Private,Institutional investors,International,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,2.08e-08
1515,Advanced,East Asia & Pacific,True,LDC,Private,Institutional investors,International,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,5.29e-07
1516,Advanced,East Asia & Pacific,True,LDC,Private,Philanthropies,International,Grant,Adaptation,Others & Cross-sectoral,"Biodiversity, Land & Marine Conservation",2023,0.000175
1517,Advanced,East Asia & Pacific,True,LDC,Private,Philanthropies,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,1.54e-06
1518,Advanced,East Asia & Pacific,True,LDC,Private,Philanthropies,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,1.31e-06
1519,Advanced,East Asia & Pacific,True,LDC,Private,Philanthropies,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,2.31e-06
1520,Advanced,East Asia & Pacific,True,LDC,Private,Philanthropies,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,1.45e-09
1521,Advanced,East Asia & Pacific,True,LDC,Private,Philanthropies,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,2.21e-06
1522,Advanced,East Asia & Pacific,True,LDC,Private,Philanthropies,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.54e-06
1523,Advanced,East Asia & Pacific,True,LDC,Private,Philanthropies,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.88e-08
1524,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.002621104
1525,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000764545
1526,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,5.62e-05
1527,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000150082
1528,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,1.25e-06
1529,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Energy systems,Policy & National Budget Support & Capacity Building,2023,0.001321763
1530,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Industry,Policy & National Budget Support & Capacity Building,2023,0.000456265
1531,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,"Biodiversity, Land & Marine Conservation",2023,0.000913751
1532,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.000465879
1533,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.001595346
1534,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.11e-05
1535,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Transport,Other/Unspecified,2023,1.2489e-05
1536,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Transport,Policy & National Budget Support & Capacity Building,2023,0.000406722
1537,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Transport,Rail & Public Transport,2023,5.5334e-05
1538,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Transport,Waterway,2023,0.001095036
1539,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Water & wastewater,Other/Unspecified,2023,6.28e-05
1540,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,1.96e-08
1541,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.000582919
1542,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.003041521
1543,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,6.06e-05
1544,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,7.54e-06
1545,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,2.27e-06
1546,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,5.27e-05
1547,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,1.41e-06
1548,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Energy systems,Policy & National Budget Support & Capacity Building,2023,0.00039003
1549,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,8.33e-05
1550,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,2.22e-05
1551,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Industry,Policy & National Budget Support & Capacity Building,2023,0.001297578
1552,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.000136976
1553,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.97e-05
1554,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Transport,Other/Unspecified,2023,4.59e-06
1555,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Transport,Policy & National Budget Support & Capacity Building,2023,0.001033481
1556,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Transport,Private Road Transport,2023,7.44e-06
1557,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Transport,Rail & Public Transport,2023,3.2e-06
1558,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Waste,Solid Waste,2023,1.31e-05
1559,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Mitigation,Water & wastewater,Waste Water Treatment,2023,1.64e-06
1560,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,6.42e-05
1561,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,3.4107e-05
1562,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,1.43e-05
1563,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,4.48e-05
1564,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,3.13e-05
1565,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.000302806
1566,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,2.08e-05
1567,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.017664714
1568,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,1.4e-05
1569,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000282644
1570,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,7.8e-07
1571,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.000303833
1572,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.027852943
1573,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,2.64e-05
1574,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Transport,Other/Unspecified,2023,0.014049212
1575,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Other/Unspecified,2023,6.26e-05
1576,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,4.65e-08
1577,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.014894276
1578,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,2.04e-06
1579,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,1.03e-05
1580,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,2.44e-05
1581,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000492821
1582,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,5.2e-06
1583,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.000315847
1584,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,9.77e-05
1585,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.001348715
1586,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,7.25e-05
1587,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,5.94e-05
1588,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Private Road Transport,2023,6.62e-05
1589,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Rail & Public Transport,2023,2.45e-05
1590,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Waste,Solid Waste,2023,4.83e-05
1591,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,2.28e-05
1592,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,4.18e-05
1593,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,0.000237045
1594,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.000165311
1595,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.001008392
1596,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000109792
1597,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Water & wastewater,Water Supply & Sanitation,2023,0.099450041
1598,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,1.92e-07
1599,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,9.66e-07
1600,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,3.24e-07
1601,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,9.64e-06
1602,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,4.89e-07
1603,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,1.46e-05
1604,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,7.2e-06
1605,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,2.31e-05
1606,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,6.82e-06
1607,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Other/Unspecified,2023,3.66e-07
1608,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Private Road Transport,2023,1.46e-06
1609,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Rail & Public Transport,2023,7.4e-07
1610,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Waste,Solid Waste,2023,4.54e-06
1611,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Water & wastewater,Waste Water Treatment,2023,8.63e-08
1612,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,2.66e-06
1613,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,1.51e-05
1614,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,1.05e-05
1615,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,5.7e-05
1616,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Water & wastewater,Other/Unspecified,2023,6.98e-06
1617,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,1.29e-05
1618,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000239428
1619,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.000277299
1620,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,8.34e-05
1621,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,2.42e-05
1622,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,2.93e-05
1623,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,4.27e-08
1624,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,7.68e-05
1625,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,5.06e-06
1626,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,2.54e-05
1627,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,1.35e-05
1628,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000345875
1629,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,1.29e-05
1630,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.000511034
1631,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000194304
1632,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.000867962
1633,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000179361
1634,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,2.28e-05
1635,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Private Road Transport,2023,5.03e-05
1636,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,2.34e-05
1637,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Waste,Solid Waste,2023,0.000119477
1638,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,7.46e-06
1639,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,4.03e-05
1640,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,0.000228311
1641,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.00015922
1642,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.00089241
1643,Advanced,East Asia & Pacific,True,LDC,Public,Bilateral DFIs,International,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000105746
1644,Advanced,East Asia & Pacific,True,LDC,Public,Export Credit Agencies (ECA),International,Low-cost project debt,Adaptation,Transport,Other/Unspecified,2023,0.12
1645,Advanced,East Asia & Pacific,True,LDC,Public,Export Credit Agencies (ECA),International,Low-cost project debt,Dual benefit,Water & wastewater,Waste Water Treatment,2023,0.06
1646,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.007524478
1647,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Fisheries,2023,3.3e-06
1648,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000210876
1649,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.021195905
1650,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.030359256
1651,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,2.2e-06
1652,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Industry,Policy & National Budget Support & Capacity Building,2023,1.16e-05
1653,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Information and communications technology,Other/Unspecified,2023,0.003558564
1654,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,"Biodiversity, Land & Marine Conservation",2023,0.009054329
1655,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.002179957
1656,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.032483323
1657,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.027223047
1658,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Transport,Waterway,2023,0.003558565
1659,Advanced,East Asia & Pacific,True,LDC,Public,Governments,International,Grant,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,0.00884994
