,Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
9137,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,4.2e-06
9146,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,3.35e-07
9147,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,1.72e-06
9148,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,1.48e-06
9149,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Industry,Other/Unspecified,2023,1.41e-08
9150,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Information and communications technology,Other/Unspecified,2023,2.47e-07
9151,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,2.6e-05
9152,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.001918547
9153,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000232166
9154,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Water & wastewater,Waste Water Treatment,2023,1.68e-06
9155,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,4.42e-06
9156,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,6.99e-05
9157,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.000112554
9158,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,1.44e-06
9159,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Information and communications technology,Other/Unspecified,2023,3.29e-07
9160,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,1.77e-05
9161,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,9.09e-08
9162,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Transport,Other/Unspecified,2023,4.12e-06
9163,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Waste,Solid Waste,2023,0.000170075
9164,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Water & wastewater,Waste Water Treatment,2023,2.72e-06
9165,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,2.68e-07
9166,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Waste,Solid Waste,2023,1.09e-06
9167,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000355212
9168,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.003060696
9169,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000461989
9170,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000398005
9171,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,3.78e-06
9172,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,6.62e-05
9173,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.002694992
9174,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000453691
9175,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.000451499
9176,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.001186448
9177,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.001843469
9178,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.178012418
9179,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000387179
9180,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,8.83e-05
9181,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.004745575
9182,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.12e-05
9183,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.001105202
9184,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.000730669
9185,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.165858135
9186,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Transport,Other/Unspecified,2023,0.000841691
9187,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,0.000293993
9188,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.002226086
9189,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.001917778
9190,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Industry,Other/Unspecified,2023,1.82e-05
9191,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.000319034
9192,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.1322397
9193,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.002186105
9194,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.002175541
9195,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.00571688
9196,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.029695124
9197,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.025112328
9198,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.001865616
9199,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.001882132
9200,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.026517478
9201,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,5.41e-05
9202,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.005325399
9203,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.003520715
9204,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.157195242
9205,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.001416602
9206,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.001776058
9207,EMDE,Latin America & Caribbean,True,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Water & wastewater,Water Supply & Sanitation,2023,2.45e-05
9224,EMDE,Latin America & Caribbean,True,EMDE,Public,Public funds,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.0795
9225,EMDE,Latin America & Caribbean,True,LDC,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.16e-05
9226,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.000152845
9227,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,3.82e-05
9228,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.000325499
9229,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral Climate Funds,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000191056
9230,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Industry,Policy & National Budget Support & Capacity Building,2023,1.9e-05
9231,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,7.6e-05
9232,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,1.12e-05
9233,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral Climate Funds,International,Grant,Dual benefit,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,9.5e-05
9234,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000926029
9235,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000797777
9236,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Industry,Other/Unspecified,2023,7.57e-06
9237,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Information and communications technology,Other/Unspecified,2023,0.000132715
9238,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.01408109
9239,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000909398
9240,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.000905003
9241,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.002378165
9242,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.003695125
9243,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.006045704
9244,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000776077
9245,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Information and communications technology,Other/Unspecified,2023,0.000176994
9246,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.009512224
9247,EMDE,Latin America & Caribbean,True,LDC,Public,Multilateral DFIs,International,Grant,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,2.25e-05
