Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Mitigation,Transport,Other/Unspecified,2023,0.001869824
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Mitigation,Transport,Private Road Transport,2023,0.001809417
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Mitigation,Transport,Rail & Public Transport,2023,0.00574918
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Mitigation,Waste,Solid Waste,2023,0.000410852
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.000733244
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000374129
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,0.002119394
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,"Biodiversity, Land & Marine Conservation",2023,0.000009672
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.001478023
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.047083882
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000981636
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.044389301
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.004080557
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.00002
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.120811209
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.004739811
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000355602
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.034367231
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,6.27e-7
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.001126629
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.0000639
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000320843
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.010574425
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.198638101
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,0.00016258
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Other/Unspecified,2023,0.040885017
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.164990553
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.013002497
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.781119497
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.141772963
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.027888212
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Private Road Transport,2023,0.025845377
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Rail & Public Transport,2023,0.008585568
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Waste,Solid Waste,2023,0.001509882
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.01099541
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.00197763
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,0.011203044
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.007812781
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.07614632
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Low-cost project debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.005188896
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.00000601
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.0000302
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000218
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000518413
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,0.0000153
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.014473461
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000236911
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.001334893
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000213326
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Other/Unspecified,2023,0.0000423
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Private Road Transport,2023,0.0000738
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Transport,Rail & Public Transport,2023,0.0000324
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Waste,Solid Waste,2023,0.000142103
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.0000149
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000125702
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Buildings & infrastructure,Other/Unspecified,2023,0.000712088
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Disaster-risk Management,2023,0.000496596
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Other/Unspecified,2023,0.002693029
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level equity,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.000329817
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.016219723
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Policy & National Budget Support & Capacity Building,2023,0.000173942
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.003229238
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.003740018
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.001125396
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000326782
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.107579933
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Policy & National Budget Support & Capacity Building,2023,5.76e-7
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.001035323
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.033308129
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.000793951
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.003023012
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.136743954
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Other/Unspecified,2023,0.000402317
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.265393734
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.008713665
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,Policy & National Budget Support & Capacity Building,2023,0.048857531
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,"Biodiversity, Land & Marine Conservation",2023,0.043252595
Advanced,Central Asia & Eastern Europe,FALSE,EMDE,Public,Bilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.502007064
