Development_Status_Origin,Region_Destination,SIDs_Destination,Development_Status_Destination,Institution_Type_Layer1,Institution_Type_Layer2,Domestic_International,Instrument,Use,Sector,Sub_Sector,Year,Value
China,East Asia & Pacific,FALSE,China,Public,Export Credit Agencies (ECA),Domestic,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,0.012167824
China,East Asia & Pacific,FALSE,China,Public,Export Credit Agencies (ECA),Domestic,Project-level market rate debt,Mitigation,Waste,Other/Unspecified,2023,0.000548739
China,East Asia & Pacific,FALSE,China,Public,Governments,Domestic,Balance sheet financing (equity portion),Mitigation,Buildings & infrastructure,HVAC & Water Heaters,2023,2.947242754
China,East Asia & Pacific,FALSE,China,Public,Governments,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.033275411
China,East Asia & Pacific,FALSE,China,Public,Governments,Domestic,Balance sheet financing (equity portion),Mitigation,Transport,Private Road Transport,2023,17.2999427
China,East Asia & Pacific,FALSE,China,Public,Governments,Domestic,Grant,Mitigation,Industry,Other/Unspecified,2023,0.185574472
China,East Asia & Pacific,FALSE,China,Public,Governments,Domestic,Grant,Mitigation,Transport,Private Road Transport,2023,8.345143752
China,East Asia & Pacific,FALSE,China,Public,Governments,Domestic,Project-level equity,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.263099046
China,East Asia & Pacific,FALSE,China,Public,Governments,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.002518095
China,East Asia & Pacific,FALSE,China,Public,Governments,Domestic,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.613897774
China,East Asia & Pacific,FALSE,China,Public,Multilateral Climate Funds,Domestic,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.000109544
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000108318
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000321
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.0000334
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Industry,Other/Unspecified,2023,0.0000145
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Mitigation,Transport,Other/Unspecified,2023,0.0000193
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000439
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Dual benefit,Energy systems,Other/Unspecified,2023,0.0000257
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000102866
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Grant,Dual benefit,Transport,Other/Unspecified,2023,0.00000463
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000874488
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.000753373
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Industry,Other/Unspecified,2023,0.00000715
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.000125328
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.003638538
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000858782
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.000854632
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.001483023
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.002304279
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.007152704
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.000483962
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.000110374
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.00593182
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000014
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.001381468
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.000913313
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.030776001
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Energy systems,Other/Unspecified,2023,0.008366856
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.004435449
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.000367482
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.016115128
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,Domestic,Unknown,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.00000463
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000121
China,East Asia & Pacific,FALSE,China,Public,Multilateral DFIs,International,Unknown,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.00000272
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Balance sheet financing (debt portion),Mitigation,Energy systems,Power & Heat Generation,2023,23.5426306
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.140480912
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.002458604
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0890796
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Disaster-risk Management,2023,0.9656915
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,3.84260405
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,2.032786203
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,20.4976674
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,1.225082442
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Aviation,2023,0.973324183
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.062842813
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Private Road Transport,2023,0.884876443
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,41.36835098
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Transport,Waterway,2023,1.121174218
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Waste,Solid Waste,2023,0.299253095
China,East Asia & Pacific,FALSE,China,Public,National DFIs,Domestic,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,3.71111394
China,East Asia & Pacific,FALSE,China,Public,Public funds,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.005147198
China,East Asia & Pacific,FALSE,China,Public,Public funds,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.000261348
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,62.89375825
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level equity,Mitigation,Energy systems,Fuel Production,2023,0.146936524
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,9.773589177
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level equity,Mitigation,Industry,Other/Unspecified,2023,1.203319209
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.244243404
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.201229791
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.244243404
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.027272199
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.149515491
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Fuel Production,2023,0.041539099
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,1.028629887
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Mitigation,Transport,Private Road Transport,2023,0.07683087
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,0.436933116
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Mitigation,Waste,Other/Unspecified,2023,0.405408631
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.085388797
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.056603781
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.273081551
China,East Asia & Pacific,FALSE,China,Public,SOEs,Domestic,Unknown,Mitigation,Energy systems,Fuel Production,2023,0.016592688
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Balance sheet financing (debt portion),Mitigation,Energy systems,Power & Heat Generation,2023,41.29655795
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.958086092
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.023368017
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.014341143
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Other/Unspecified,2023,0.262916361
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.149480532
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Adaptation,Water & wastewater,Water Supply & Sanitation,2023,0.081566681
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.278517639
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,1.249962849
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,18.08586578
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Transmission & Distribution,2023,0.001482214
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,Industry,Other/Unspecified,2023,2.80774482
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,3.164741585
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,Waste,Other/Unspecified,2023,2.747982765
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Mitigation,Waste,Solid Waste,2023,0.04124389
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,0.852669484
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.176047672
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.268526731
China,East Asia & Pacific,FALSE,China,Public,State-owned FIs,Domestic,Project-level market rate debt,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.762888154
China,East Asia & Pacific,FALSE,EMDE,Private,Corporations,International,Project-level equity,Mitigation,Energy systems,Power & Heat Generation,2023,0.02111
China,East Asia & Pacific,FALSE,EMDE,Public,Export Credit Agencies (ECA),International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.014204545
China,East Asia & Pacific,FALSE,EMDE,Public,Export Credit Agencies (ECA),International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Transmission & Distribution,2023,0.002840909
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000255879
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Industry,Other/Unspecified,2023,0.00000964
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000278
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Adaptation,Transport,Rail & Public Transport,2023,0.0000643
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Energy systems,Power & Heat Generation,2023,0.001330828
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Mitigation,Transport,Other/Unspecified,2023,0.0000321
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.000196241
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Energy systems,Other/Unspecified,2023,0.0000482
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Industry,Other/Unspecified,2023,0.0000321
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.000338641
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Transport,Other/Unspecified,2023,0.000343315
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Grant,Dual benefit,Water & wastewater,Other/Unspecified,2023,0.0000478
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000137
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.0000118
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Industry,Other/Unspecified,2023,1.12e-7
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.00000196
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.000057
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000134
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.0000134
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.0000232
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.0000361
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.0000587
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.00000758
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.00000173
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.0000929
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,2.2e-7
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Transport,Other/Unspecified,2023,0.0000216
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.0000143
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Low-cost project debt,Dual benefit,Waste,Solid Waste,2023,0.00000575
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level equity,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000514
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level equity,Mitigation,Transport,Other/Unspecified,2023,0.00011251
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level equity,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000643
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level equity,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000443
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.043312166
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.001803257
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Industry,Other/Unspecified,2023,0.0000171
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Information and communications technology,Other/Unspecified,2023,0.000299983
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.008709122
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.002055561
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Transport,Rail & Public Transport,2023,0.002571648
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Adaptation,Water & wastewater,Waste Water Treatment,2023,0.002045628
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Agriculture,2023,0.00354973
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Buildings & infrastructure,Building & Infrastructure Construction Work,2023,0.005538641
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.015542444
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.0011584
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Industry,Other/Unspecified,2023,1.95e-7
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Information and communications technology,Other/Unspecified,2023,0.000264188
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Other/Unspecified,2023,0.014198269
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.0000336
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,0.005684554
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Other/Unspecified,2023,0.002841671
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,0.002186085
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.008120621
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Industry,"Industrial, Extraction, and Manufacturing Processes",2023,0.0000392
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Industry,Other/Unspecified,2023,0.002583249
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Others & Cross-sectoral,Policy & National Budget Support & Capacity Building,2023,0.070460671
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Transport,Other/Unspecified,2023,0.078588911
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Project-level market rate debt,Dual benefit,Waste,Solid Waste,2023,0.000879598
China,East Asia & Pacific,FALSE,EMDE,Public,Multilateral DFIs,International,Unknown,Adaptation,Others & Cross-sectoral,Other/Unspecified,2023,0.00000997
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,"Agriculture, Forestry, Other land uses and Fisheries",Forestry,2023,5.12e-9
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,3.69e-8
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Aviation,2023,2.45e-9
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Other/Unspecified,2023,1.58e-10
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Private Road Transport,2023,2.23e-9
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Rail & Public Transport,2023,1.04e-7
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Transport,Waterway,2023,2.82e-9
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Waste,Solid Waste,2023,7.53e-10
China,East Asia & Pacific,FALSE,EMDE,Public,National DFIs,International,Project-level market rate debt,Mitigation,Water & wastewater,Waste Water Treatment,2023,9.34e-9
China,East Asia & Pacific,FALSE,EMDE,Public,SOEs,International,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.044550304
China,East Asia & Pacific,FALSE,EMDE,Public,State-owned FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Generation,2023,0.028626927
China,East Asia & Pacific,FALSE,EMDE,Public,State-owned FIs,International,Project-level market rate debt,Mitigation,Energy systems,Power & Heat Transmission & Distribution,2023,0.005698575
China,East Asia & Pacific,FALSE,LDC,Private,Corporations,International,Balance sheet financing (equity portion),Mitigation,Energy systems,Power & Heat Generation,2023,0.007727296
China,East Asia & Pacific,FALSE,LDC,Public,Multilateral DFIs,International,Grant,Adaptation,"Agriculture, Forestry, Other land uses and Fisheries",Unspecified / Multiple,2023,0.0000927
